id,question,choices,answerKey
Mercury_417571,"The yellow-throated longclaw is a bird that lives on the dry savanna of Africa. It looks almost exactly like another bird, the western meadowlark of North America. Although the birds look very similar, they are not even in the same taxonomic family. Scientists think the birds look alike because the two species developed under similar environmental pressures, even though they developed thousands of miles apart. Which process does their development demonstrate?","{'text': array(['sexual selection', 'disruptive selection', 'divergent evolution',
       'convergent evolution'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7148173,The reaction that releases energy for use by the cell occurs in which site?,"{'text': array(['Golgi apparatus', 'endoplasmic reticulum', 'cytoplasmic membrane',
       'mitochondrial membrane'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
NCEOGA_2013_8_11,Why do doctors suggest that people get a flu vaccine each year?,"{'text': array(['Viruses replicate more rapidly over time.',
       'Viruses can mutate from year to year.',
       'Vaccines are absorbed by the body after a year.',
       'Vaccines get stronger over time.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
MCAS_2008_5_5627,Which of the following events involves a consumer and producer in a food chain?,"{'text': array(['A cat eats a mouse.', 'A deer eats a leaf.',
       'A hawk eats a mouse.', 'A snake eats a rat.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
MCAS_2002_5_5,The change from day to night on Earth can be explained by,"{'text': array(['the movement of the Sun.', 'the rotation of Earth.',
       'the movement of the Moon.', 'the tilt of Earth.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
VASoL_2010_3_17,Which part of a bicycle BEST moves in a circle?,"{'text': array(['Seat', 'Frame', 'Foot pedal', 'Kickstand'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_183785,"When animals use energy, what is always produced?","{'text': array(['sugar', 'heat', 'oxygen', 'starch'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
MCAS_2008_5_5643,Which type of rock is formed when hot lava cools?,"{'text': array(['coal', 'igneous', 'limestone', 'metamorphic'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_406481,Which environmental factor would most likely prevent an orange tree from surviving in the desert?,"{'text': array(['the lack of moisture', 'the high levels of heat',
       'the extra amount of wind', 'the low levels of sunlight'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
AKDE&ED_2008_4_17,"After a rainstorm, a big pile of rocks blocks part of a mountain road. Which event most likely caused the rocks to move onto the road?","{'text': array(['a tsunami', 'a blizzard', 'a landslide', 'a hurricane'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7037293,What would be the result of adding one proton to an atom?,"{'text': array(['one electron would be added', 'the atomic number would change',
       'the total mass of the atom would decrease',
       'the electrical charge would become neutral'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7004095,What would be the best source to find information about DNA testing?,"{'text': array(['local newspaper', 'TV news report', 'scientific journals',
       'world almanac'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7037625,In what section of Earth do earthquakes happen?,"{'text': array(['crust', 'mantle', 'inner core', 'outer core'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7142135,A complete fossil has been found of a type of bird that cannot be identified. What can most likely be determined about the bird from the fossil?,"{'text': array(['The bird lived for a very short time.',
       'The bird lived in a dry environment.',
       'The bird existed at one time but is now extinct.',
       'The bird was not well preserved during the process of fossilization.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_SC_400570,"When large areas of the rainforests are cleared and burned, climate can be affected. Which best explains how rainforest destruction can contribute to the greenhouse effect?","{'text': array(['by threatening native plants and animals',
       'by increasing the rate of soil erosion',
       'by increasing the water levels in oceans',
       'by releasing carbon into the atmosphere'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7103285,Which information is used in a station model?,"{'text': array(['yearly average precipitation',
       'daily average barometric pressure', 'number of lightning strikes',
       'wind direction in a particular point and time'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MCAS_2012_5_23624,Which part of a plant is most responsible for using energy from the Sun to produce food for the plant?,"{'text': array(['flower', 'leaf', 'root', 'stem'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_402099,"Which natural formation is the best example of the result of both constructive and destructive forces such as weathering, erosion, and deposition of sediment?","{'text': array(['The Mid-Atlantic Ridge', 'The Grand Canyon', 'The Mojave Desert',
       'The Himalayan Mountains'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NYSEDREGENTS_2006_4_16,Which characteristic helps a fox find food?,"{'text': array(['sense of smell', 'thick fur', 'long tail', 'pointed teeth'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_400815,"Tay-Sachs disease is a recessive genetic disorder. If only one gene is present, an individual is a carrier. What is the probability of two healthy Tay-Sachs carriers having a child that has the disease?","{'text': array(['0%', '25%', '50%', '75%'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7163660,Two identical lamps contain the same amount of different types of oil. They are allowed to burn until all the oil has been burned. Which measurement will best provide the total difference in chemical energy between the two oils?,"{'text': array(['final weight of lamp', 'original volume of oil',
       'time it took for lamps to use oil',
       'height of flame produced by lamp'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
NYSEDREGENTS_2004_8_12,Which disease is a result of abnormal cell division?,"{'text': array(['AIDS', 'cancer', 'chicken pox', 'common cold'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",2
NYSEDREGENTS_2005_4_13,During which season of the year would a rabbit's fur be thickest?,"{'text': array(['fall', 'spring', 'summer', 'winter'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7001838,Which property of an element is determined by adding the number of protons and number of neutrons?,"{'text': array(['atomic mass', 'atomic radius', 'electrical charge',
       'electrical potential'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_SC_LBS10349,Which of these cycles takes 24 hours?,"{'text': array(['Earth rotating on its axis', 'Earth revolving around the Sun',
       'the Moon rotating on its axis', 'the Moon revolving around Earth'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
MCAS_1998_8_9,"Lemon juice turns litmus paper red, is corrosive and tastes sour. Lemon juice is classified as","{'text': array(['an acid.', 'a base.', 'an element.',
       'More information is needed to classify lemon juice.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_SC_LBS10788,A child walks across a carpet and generates an electrical charge. The child will get a slight shock by touching a,"{'text': array(['metal doorknob.', 'plastic toy.', 'rubber ball.', 'wooden block.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
TIMSS_2003_4_pg33,Which animal eats only plants?,"{'text': array(['Cat', 'Dog', 'Lion', 'Rabbit'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_SC_400682,A newborn kangaroo has the ability to crawl into its mother's pouch to drink milk. This is an example of,"{'text': array(['migration.', 'an instinct.', 'hibernation.',
       'a learned behavior.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_401657,Which characteristic is shared by Earth and the Moon?,"{'text': array(['glaciers', 'flowing water', 'an atmosphere that contains oxygen',
       'an orbit created by the force of gravity'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MSA_2013_5_46,"The Piedmont and Coastal Plains regions in Maryland produce crops such as corn, soybeans, wheat, tobacco, tomatoes, and apples. Which environmental factor most likely influences which crops are grown in these regions?","{'text': array(['soil quality', 'wind speeds', 'bird migration',
       'water temperature'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7135450,Which organ system is responsible for the exchange of oxygen and carbon dioxide between the body and the environment?,"{'text': array(['circulatory', 'excretory', 'immune', 'respiratory'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7212135,Which of these will always produce a magnetic field?,"{'text': array(['a bar of steel', 'a bar of aluminum', 'an electric current',
       'an electric charge'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7162628,The periodic table provides information about the atoms of different elements. Which is a characteristic of an atom determines what element it is?,"{'text': array(['number of neutrons', 'number of protons', 'state of matter',
       'atomic mass'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_401734,Joel made some measurements and recorded this data: Sample 1 - 45 mL Sample 2 - 15 mL Sample 3 - 30 mL Sample 4 - 20 mL Which of these tools would most likely have been used to obtain these measurements?,"{'text': array(['test tube', 'meter stick', 'spring scale', 'graduated cylinder'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7057278,A teacher demonstrates a chemical reaction. A student observes that the test tube in which the reaction occurs becomes warm. What is the source of the thermal energy generated by the reaction?,"{'text': array(['energy stored in the reactants',
       'breaking bonds of the reactants',
       'kinetic energy absorbed by the reaction',
       'potential energy absorbed by the reaction'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_175875,Deer provide food for wolves. How does this relationship also benefit the deer herd?,"{'text': array(['by protecting deer from other predators',
       'by controlling the deer population',
       'by decreasing diversity within the herd',
       'by protecting the deer from disease'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_401003,In what way does society benefit from research on diseases?,"{'text': array(['New illnesses will develop.',
       'Doctors will visit their patients at home.',
       'More families will move closer to hospitals.',
       'Many illnesses will be prevented or cured.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7064593,Which energy transformation takes place in a gasoline lawn mower?,"{'text': array(['potential energy to electrical energy',
       'electrical energy to potential energy',
       'kinetic energy to chemical energy',
       'chemical energy to mechanical energy'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_181195,Which of the following can only be seen with a telescope?,"{'text': array(['the moon-like phases of Venus', ""the phases of Earth's moon"",
       'a lunar eclipse', 'a solar eclipse'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_404104,The rocks that form most of the Sierra Nevada are granitic rocks. This means that the mountains were most likely formed by,"{'text': array(['strike-slip faults.', 'transform boundaries.',
       'volcanic activity.', 'land subsidence.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
ACTAAP_2015_5_3,"In 1872, the United States created a national park called Yellowstone. The park includes more than two million acres in the three states of Idaho, Montana, and Wyoming. Which statement best explains why national parks have a positive effect on ecosystems?","{'text': array(['National parks limit people from seeing wildlife.',
       'National parks limit mining, logging, and hunting.',
       'National parks protect land for farmers and ranchers.',
       'National parks protect land for people to build houses.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7245508,"According to the endosymbiotic theory, double-membrane mitochondria originated as a result of some larger eukaryotic cells with flexible membranes engulfing smaller prokaryotic cells. Which of these explains where the outer layer of the double membrane of the mitochondria originated?","{'text': array(['the plasma membrane of the eukaryotic host',
       'the nuclear membrane of the eukaryotic host',
       'the ribosomes of the engulfed prokaryotic cell',
       'the lysosomes of the engulfed prokaryotic cell'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7163223,"Toni got a cut on her arm while playing in a softball game. A few weeks later, the cut was healed. Which process is most responsible for repairing the cut?","{'text': array(['signals transported by nerve cells',
       'exchange of oxygen in the lungs', 'transport of waste by blood',
       'reproduction of skin cells'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MCAS_2008_8_5717,A pot of cold water was heated on a stove until the water boiled. Which of the following best explains why the water was able to boil?,"{'text': array(['The hot stove absorbed cold from the pot.',
       'The cold water absorbed heat from the pot.',
       'The hot stove gave off heat to the surrounding air.',
       'The cold water gave off cold to the surrounding air.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7216475,"A spring-fed stream forms a pond that contains watercress plants, minnows, and crayfish. The pond receives 5 hours of direct sunlight every day. Which of the following is an abiotic factor in this ecosystem?","{'text': array(['the pond water', 'the watercress plants', 'the minnows',
       'the crayfish'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7042525,A modern theory of the origin of the universe proposes that the first atoms formed were primarily atoms of which element?,"{'text': array(['iron', 'carbon', 'helium', 'hydrogen'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_LBS10300,A star is a large astronomical body that,"{'text': array(['reflects light.', 'condenses light.', 'emits light.',
       'absorbs light.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
TIMSS_2003_4_pg16,What happens to water when it boils?,"{'text': array(['It changes color.', 'It becomes heavier.',
       'It changes into water vapor.', 'It stops bubbling.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
MCAS_2008_8_5700,"Ms. Bristol measured the mass of a closed beaker containing several ice cubes. The mass was 100 g. An hour later, after the ice cubes had melted, Ms. Bristol measured the mass of the beaker again. What was the mass of the beaker of water the second time?","{'text': array(['50 g', '75 g', '100 g', '125 g'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7128905,A student has two solid samples of the same substance. Which property do the substances most likely have in common?,"{'text': array(['density', 'mass', 'shape', 'volume'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7121940,In which object does chemical energy most likely transform into electrical energy?,"{'text': array(['a candle', 'a mirror', 'a flashlight', 'a television'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_401696,"What is the mass number of an atom with 17 protons, 17 electrons, and 18 neutrons?","{'text': array(['17', '34', '35', '52'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_SC_411901,Some machines can remove the salt that is in seawater. How does removing salt from seawater most help people?,"{'text': array(['provides useable drinking water',
       'creates cleaner water for rivers',
       'enables more fish to live in lake water',
       'allows more plants to grow along rivers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7083440,Which body system is most affected by a disease that causes the bones to become weak and brittle?,"{'text': array(['excretory', 'muscular', 'skeletal', 'nervous'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
TIMSS_2011_8_pg34,Why can a small fire be put out by placing a heavy blanket over it?,"{'text': array(['This lowers the temperature.', 'This makes the flames smaller.',
       'This absorbs the burning substance.',
       'This keeps oxygen from reaching the fire.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MCAS_1999_4_36,There is a river at the base of Mount Tom. In the spring the water level is usually very high. In the summer it is lower. The higher level of water during the spring comes from,"{'text': array(['hurricanes.', 'melting snow.', 'tornadoes.', 'evaporating water.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
MDSA_2010_8_33,Earthquake waves are recorded by seismograph machines. What does an earthquake wave transmit?,"{'text': array(['energy', 'light', 'particles', 'speed'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
MDSA_2008_5_38,"The snowshoe hare was once common in Maryland. In 1986, researchers in the state noted that the snowshoe hare was no longer found in Maryland. Which statement best explains why the snowshoe hare is no longer found in Maryland?","{'text': array(['Water quality has improved.', 'There are too many trees.',
       'The temperature is too cold.',
       'Housing developments have replaced fields.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7245858,"In the initial stages of manned space exploration, scientists needed to address adequate nutrition to provide astronauts with energy throughout the mission. Which of these criteria could not be used when considering food and energy for astronauts during manned space flights?","{'text': array(['history of space food', 'food crumbs in zero gravity',
       'rehydration of certain foods', 'food storage for long periods'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
NYSEDREGENTS_2006_4_10,Which is the best example of evaporation?,"{'text': array(['raindrops freezing', 'an ice cube melting',
       'a puddle drying in the sun', 'a sponge soaking up water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7163293,"In a forest community, trees produce leaves that can be eaten by deer. The leaves also fall to the forest floor during autumn. Fungi break the leaves down into nutrients that enter the soil. What is the decomposer in this forest community?","{'text': array(['the soil', 'the deer', 'the trees', 'the fungi'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_SC_401314,"Compared to Earth, the Moon is","{'text': array(['drier.', 'larger.', 'heavier.', 'brighter.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_415687,What process forms an image in a mirror?,"{'text': array(['absorbing light', 'reflecting light', 'refracting light',
       'transmitting light'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_402613,Which is an example of a physical change?,"{'text': array(['ice melting', 'nail rusting', 'bread baking', 'wood burning'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
MCAS_2005_9_5,Which of the following describes an object that must have a net negative charge?,"{'text': array(['It contains more molecules than atoms.',
       'It contains more electrons than protons.',
       'It is carrying an electric current.', 'It is made of metal.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
MCAS_2001_8_15,"Rocks found on Earth are classified as sedimentary, metamorphic, or igneous based on","{'text': array(['where the rocks were found.', 'how the rocks were formed.',
       'the composition of the rocks.',
       'the color and shape of the rocks.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
MCAS_2008_8_5690,Which of the following is formed when two elements combine chemically?,"{'text': array(['an atom', 'a compound', 'an electron', 'a mixture'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_177100,Which of the following is the most important safety practice when using a rock hammer on a geology field trip?,"{'text': array(['wear gloves while breaking rocks',
       'wear goggles while breaking rocks',
       'have a bucket of sand in case of sparks',
       'have a clean eye-wash station available'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_403701,"To which organ system do the esophagus, liver, pancreas, small intestine, and colon belong?","{'text': array(['reproductive system', 'excretory system', 'digestive system',
       'endocrine system'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7024308,"When sodium hydroxide reacts with a copper nitrate solution, the reaction vessel needs to be kept on ice to slow down the reaction. What best describes this reaction?","{'text': array(['an exothermic reaction that absorbs energy',
       'an exothermic reaction that releases energy',
       'an endothermic reaction that absorbs energy',
       'an endothermic reaction that releases energy'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_184485,Scientists measured the patterns of spectral lines given off by distant galaxies and concluded that almost all of these galaxies are moving away from Earth. What did the scientists observe directly?,"{'text': array(['a shift toward longer wavelengths of light',
       'a shift toward shorter wavelengths of light',
       'the absence of wavelengths in the visible light range',
       'the compression of wavelengths in the visible light range'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7075198,"When a multicellular organism is damaged, it will repair itself as","{'text': array(['it mutates.', 'the cells work together.', 'the cells move.',
       'it makes its own food.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7057995,Genes are located on chromosomes which are composed of,"{'text': array(['DNA.', 'RNA.', 'ATP.', 'ADP.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
MCAS_2007_8_5183,Which of the following best describes the number of chromosomes in a normal human liver cell?,"{'text': array(['23 pairs of chromosomes', '46 different types of chromosomes',
       '46 male chromosomes and 46 female chromosomes',
       '23 original chromosomes and 23 duplicate chromosomes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7211208,A student measures the growth of a group of plants given different amounts of fertilizer. Which data display should the student use to compare the growth of the plants?,"{'text': array(['bar graph', 'scatterplot', 'line graph', 'pie chart'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_SC_LBS10173,What is a large buildup of moving ice and snow called?,"{'text': array(['drumlin', 'delta', 'glacier', 'moraine'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7107468,Which of these conditions would most likely be shown in the fossil record as a reason for mass extinctions?,"{'text': array(['increased competition for resources',
       'falling sea levels and global cooling',
       'organisms with beneficial traits', 'increased solar activity'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7009905,One of the functions of a topographic map is to,"{'text': array(['gauge local rainfall amounts.',
       ""study the area's geological history."",
       'predict the severity of earthquakes.',
       'show the surface features of an area.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MCAS_1999_4_35,Reptiles become more active as the day gets warmer. This is because,"{'text': array(['they have scaly skin.', 'they have slimy skin.',
       'their body temperature stays at a constant level.',
       'their body temperature changes with the environment.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
NYSEDREGENTS_2004_8_25,Which scientific model could be used to predict the properties of an element?,"{'text': array(['closed loop system', 'Punnett square', 'Periodic Table',
       'water cycle chart'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",3
Mercury_7253663,"Some of the thermal structure of Earth is the result of a combination of chemical composition, temperature, and pressure. Which is a boundary that best demonstrates a contact point between layers having relatively the same temperature and chemical composition?","{'text': array(['lithosphere and mesosphere', 'inner core and outer core',
       'outer core and mantle', 'mantle and crust'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7218260,A hillside along a highway has exposed layers of undisturbed sedimentary rock. Which method would be best for scientists to use to determine the relative age of these sedimentary rock layers?,"{'text': array(['apply the law of superposition',
       'calculate the rate of radiometric decay',
       'apply the law of crosscutting relationships',
       'calculate the rate of tectonic plate movement'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7012600,What are petri dishes used for in a lab?,"{'text': array(['reflecting light to form images',
       'measuring the mass of molecules',
       'growing bacteria in a controlled setting',
       'observing the strength of physical forces'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
NAEP_2005_4_S14+2,How do most fish get the oxygen they need to survive?,"{'text': array(['They take in water and break it down into hydrogen and oxygen.',
       'Using their gills, they take in oxygen that is dissolved in water.',
       'They get their oxygen from the food they eat.',
       'They come to the surface every few minutes to breathe air into their lungs.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_408417,Miranda's neighbors have an apple tree in their yard. What is the source of energy for the apple tree?,"{'text': array(['rain', 'soil', 'sunlight', 'wind'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
MCAS_2007_5_4765,Some types of trees are able to survive the heat of a forest fire. Which of the following characteristics would best help a tree survive a fire?,"{'text': array(['large leaves', 'shallow roots', 'thick bark', 'thin trunks'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
MCAS_2006_9_9,Which of the following would most likely happen if grasses and shrubs were removed from a rural Massachusetts ecosystem?,"{'text': array(['There would be an increase in consumers in the ecosystem.',
       'There would be an increase of photosynthesis in the ecosystem.',
       'There would be a decrease in food energy produced by the ecosystem.',
       'There would be a decrease of carbon dioxide available to the ecosystem.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
MDSA_2007_5_23,"In 2004, Maryland recycled more than 35% of all of the waste the state produced. Which of these benefits does recycling provide to Maryland?","{'text': array(['fewer wild animals', 'decreased farm crops',
       'less trash sent to landfills', 'decreased use of electricity'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
MEA_2016_5_10,"A student finds a round, smooth pebble on a beach. Which action made the pebble smooth?","{'text': array(['rain falling', 'wind blowing', 'snow melting', 'waves moving'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7014420,The position of the liver in the circulatory system maximizes its ability to filter out harmful chemicals as soon as they enter the bloodstream. Blood travels to the liver from the,"{'text': array(['nervous system.', 'digestive system.', 'immune system.',
       'excretory system.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_405359,A student recorded the amount of rain that fell in one year in his city. What is the best way for him to organize his information?,"{'text': array(['diagram', 'graph', 'journal', 'map'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
AIMS_2009_4_21,"While Anna was testing a circuit, she dropped a light bulb. What is the safest thing Anna can do?","{'text': array(['get a new bulb to finish the test',
       'push the broken glass under a table',
       'tell her teacher that she broke the bulb',
       'ask her partner to help pick up the broken glass'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7014858,Sugar is added to water and the mixture is stirred. Which observation is evidence that the sugar dissolved in the water?,"{'text': array(['Less sugar is visible.', 'The water is cloudy.',
       'The sugar turned into crystals.', 'Bubbles formed in the water.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
TIMSS_2011_4_pg89,The direction water flows in a river depends on,"{'text': array(['the length of the river', 'the slope of the land',
       'the type of rock over which the water flows',
       'the location of the North Pole'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_407681,A soccer player kicks a soccer ball across a field. Which factor has the most effect on the distance the soccer ball travels?,"{'text': array(['the color of the ball', 'the force of the kick',
       'the length of the field', 'the temperature of the air'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NYSEDREGENTS_2006_8_29,Many cells have a nucleus that contains chromosomes. These chromosomes carry genes that are composed of,"{'text': array(['hormones', 'DNA molecules', 'minerals and water',
       'undigested food molecules'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",2
Mercury_SC_406795,Which items would best protect a group of students while investigating a forest ecosystem?,"{'text': array(['short pants and T-shirts', 'short pants and long-sleeved shirts',
       'long pants and T-shirts', 'long pants and long-sleeved shirts'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7013493,A student needs to find the mass of an atom. The numbers of which atomic particles determines the mass of the atom?,"{'text': array(['only its protons', 'only its electrons',
       'both its protons and neutrons', 'both its neutrons and electrons'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
NYSEDREGENTS_2007_4_21,Which activity is necessary for humans to maintain good health?,"{'text': array(['reading', 'resting', 'driving', 'talking'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_406073,A student completes several tasks while making breakfast. During which task does the student make a solution?,"{'text': array(['adding sugar to tea', 'pouring milk on cereal',
       'spreading jelly on toast', 'sprinkling cheese on eggs'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
AIMS_2008_4_8,Which natural event can dry out plants and cause wildfires?,"{'text': array(['drought', 'earthquake', 'flood', 'tornado'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
LEAP__5_10310,Where would nitrogen most easily be found in the nitrogen cycle?,"{'text': array(['in animal waste', 'in drinking water supplies',
       'in underground mineral deposits',
       'in carbon dioxide released by factories into the atmosphere'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_SC_405080,Before it rains water must collect in,"{'text': array(['clouds.', 'snow.', 'sleet.', 'fog.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
